timestamp,experiment,hostname,gpu,vllm_ver,condition,enforce_eager,batch_size,temperature,model,tc_id,tc_name,run,elapsed_sec,reply_len,finish,reply_hash,reply,status
2026-06-20 01:04:25,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,1,1.928,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:27,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,2,1.477,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:28,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,3,1.509,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:30,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,4,1.467,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:31,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,5,1.477,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:33,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,6,1.493,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:34,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,7,1.471,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:35,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,8,1.393,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:37,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,9,1.393,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
2026-06-20 01:04:38,c5_cudagraph_ab,tqy-OMEN-by-HP-Obelisk-Desktop-875-1xxx,NVIDIA GeForce RTX 2080 Ti,0.22.0,A_eager_OFF,False,1,0.0,Qwen/Qwen2.5-3B-Instruct,CR2,素数と詩,10,1.392,149,stop,51feec62b017ab01,"選んだ素数は、13です。

十三の光，夜の守り手
暗闇に照らし、心を温める
無限の数の一部
静かに存在し、輝く

十三は孤独でもあり、
しかし、その孤独が強さを増す
それは、他の数とは異なる
特別な存在である

この詩は、13という素数の特性や、その数値が持つ神秘性や独特な雰囲気を表現しています。",OK
